ID,Sex,Age,Height,Weight,BMI,Level,Fitness Goal,Fitness Type,,,,
13617,Male,25,1.89,74,20.72,Normal,Weight Gain,Muscular Fitness,,,,
13618,Male,26,1.9,75,20.78,Normal,Weight Gain,Muscular Fitness,,,,
13619,Male,27,1.91,76,20.83,Normal,Weight Gain,Muscular Fitness,,,,
13620,Male,28,1.92,77,20.89,Normal,Weight Gain,Muscular Fitness,,,,
13621,Male,29,1.93,78,20.94,Normal,Weight Gain,Muscular Fitness,,,,
13622,Male,30,1.94,79,20.99,Normal,Weight Gain,Muscular Fitness,,,,
13623,Male,31,1.95,80,21.04,Normal,Weight Gain,Muscular Fitness,,,,
13624,Male,32,1.96,81,21.08,Normal,Weight Gain,Muscular Fitness,,,,
13625,Male,33,1.97,82,21.13,Normal,Weight Gain,Muscular Fitness,,,,
13626,Male,34,1.98,83,21.17,Normal,Weight Gain,Muscular Fitness,,,,
13627,Male,35,1.99,84,21.21,Normal,Weight Gain,Muscular Fitness,,,,
13628,Male,36,2,85,21.25,Normal,Weight Gain,Muscular Fitness,,,,
13629,Male,37,2.01,86,21.29,Normal,Weight Gain,Muscular Fitness,,,,
13630,Male,38,2.02,87,21.32,Normal,Weight Gain,Muscular Fitness,,,,
13631,Male,39,2.03,88,21.35,Normal,Weight Gain,Muscular Fitness,,,,
13632,Male,18,1.6,56,21.88,Normal,Weight Gain,Muscular Fitness,,,,
13633,Male,18,1.61,57,21.99,Normal,Weight Gain,Muscular Fitness,,,,
13634,Male,21,1.62,58,22.1,Normal,Weight Gain,Muscular Fitness,,,,
13635,Male,24,1.63,59,22.21,Normal,Weight Gain,Muscular Fitness,,,,
13636,Male,26,1.64,60,22.31,Normal,Weight Gain,Muscular Fitness,,,,
13637,Male,28,1.65,61,22.41,Normal,Weight Gain,Muscular Fitness,,,,
13638,Male,27,1.66,62,22.5,Normal,Weight Gain,Muscular Fitness,,,,
13639,Male,28,1.67,63,22.59,Normal,Weight Gain,Muscular Fitness,,,,
13640,Male,30,1.68,64,22.68,Normal,Weight Gain,Muscular Fitness,,,,
13641,Male,31,1.69,65,22.76,Normal,Weight Gain,Muscular Fitness,,,,
13642,Male,32,1.7,66,22.84,Normal,Weight Gain,Muscular Fitness,,,,
13643,Male,33,1.71,67,22.91,Normal,Weight Gain,Muscular Fitness,,,,
13644,Male,34,1.72,68,22.99,Normal,Weight Gain,Muscular Fitness,,,,
13645,Male,35,1.73,69,23.05,Normal,Weight Gain,Muscular Fitness,,,,
13646,Male,36,1.74,70,23.12,Normal,Weight Gain,Muscular Fitness,,,,
13647,Male,37,1.75,71,23.18,Normal,Weight Gain,Muscular Fitness,,,,
13648,Male,23,1.76,72,23.24,Normal,Weight Gain,Muscular Fitness,,,,
13649,Male,24,1.77,73,23.3,Normal,Weight Gain,Muscular Fitness,,,,
13650,Male,21,1.78,74,23.36,Normal,Weight Gain,Muscular Fitness,,,,
13651,Male,24,1.79,75,23.41,Normal,Weight Gain,Muscular Fitness,,,,
13652,Male,26,1.8,76,23.46,Normal,Weight Gain,Muscular Fitness,,,,
13653,Male,28,1.81,77,23.5,Normal,Weight Gain,Muscular Fitness,,,,
13654,Male,27,1.82,78,23.55,Normal,Weight Gain,Muscular Fitness,,,,
13655,Male,24,1.83,79,23.59,Normal,Weight Gain,Muscular Fitness,,,,
13656,Male,20,1.84,80,23.63,Normal,Weight Gain,Muscular Fitness,,,,
13657,Male,31,1.85,81,23.67,Normal,Weight Gain,Muscular Fitness,,,,
13658,Male,20,1.86,82,23.7,Normal,Weight Gain,Muscular Fitness,,,,
13659,Male,33,1.87,83,23.74,Normal,Weight Gain,Muscular Fitness,,,,
13660,Male,20,1.88,84,23.77,Normal,Weight Gain,Muscular Fitness,,,,
13661,Male,35,1.89,85,23.8,Normal,Weight Gain,Muscular Fitness,,,,
13662,Male,29,1.9,86,23.82,Normal,Weight Gain,Muscular Fitness,,,,
13663,Male,29,1.6,57,22.27,Normal,Weight Gain,Muscular Fitness,,,,
13666,Male,22,1.63,60,22.58,Normal,Weight Gain,Muscular Fitness,,,,
13667,Male,23,1.64,61,22.68,Normal,Weight Gain,Muscular Fitness,,,,
13668,Male,24,1.65,62,22.77,Normal,Weight Gain,Muscular Fitness,,,,
13669,Male,25,1.66,63,22.86,Normal,Weight Gain,Muscular Fitness,,,,
13670,Male,26,1.67,64,22.95,Normal,Weight Gain,Muscular Fitness,,,,
13671,Male,27,1.68,65,23.03,Normal,Weight Gain,Muscular Fitness,,,,
13672,Male,28,1.69,66,23.11,Normal,Weight Gain,Muscular Fitness,,,,
13674,Male,30,1.71,68,23.26,Normal,Weight Gain,Muscular Fitness,,,,
13677,Male,33,1.74,71,23.45,Normal,Weight Gain,Muscular Fitness,,,,
13678,Male,34,1.75,72,23.51,Normal,Weight Gain,Muscular Fitness,,,,
13679,Male,35,1.76,73,23.57,Normal,Weight Gain,Muscular Fitness,,,,
13680,Male,36,1.77,74,23.62,Normal,Weight Gain,Muscular Fitness,,,,
13681,Male,37,1.78,75,23.67,Normal,Weight Gain,Muscular Fitness,,,,
13682,Male,38,1.79,76,23.72,Normal,Weight Gain,Muscular Fitness,,,,
13683,Male,39,1.8,77,23.77,Normal,Weight Gain,Muscular Fitness,,,,
13684,Male,40,1.81,78,23.81,Normal,Weight Gain,Muscular Fitness,,,,
13685,Male,41,1.82,79,23.85,Normal,Weight Gain,Muscular Fitness,,,,
13686,Male,42,1.83,80,23.89,Normal,Weight Gain,Muscular Fitness,,,,
13687,Male,43,1.84,81,23.92,Normal,Weight Gain,Muscular Fitness,,,,
13688,Male,44,1.85,82,23.96,Normal,Weight Gain,Muscular Fitness,,,,
13689,Male,45,1.86,83,23.99,Normal,Weight Gain,Muscular Fitness,,,,
13690,Male,46,1.87,84,24.02,Normal,Weight Gain,Muscular Fitness,,,,
13691,Male,47,1.88,85,24.05,Normal,Weight Gain,Muscular Fitness,,,,
13692,Male,48,1.89,86,24.08,Normal,Weight Gain,Muscular Fitness,,,,
13693,Male,49,1.9,87,24.1,Normal,Weight Gain,Muscular Fitness,,,,
13694,Male,50,1.91,88,24.12,Normal,Weight Gain,Muscular Fitness,,,,
13695,Male,51,1.6,58,22.66,Normal,Weight Gain,Muscular Fitness,,,,
13697,Male,19,1.62,54,20.58,Normal,Weight Gain,Muscular Fitness,,,,
13698,Male,20,1.63,55,20.7,Normal,Weight Gain,Muscular Fitness,,,,
13699,Male,21,1.64,56,20.82,Normal,Weight Gain,Muscular Fitness,,,,
13700,Male,22,1.65,57,20.94,Normal,Weight Gain,Muscular Fitness,,,,
13701,Male,23,1.66,58,21.05,Normal,Weight Gain,Muscular Fitness,,,,
13702,Male,24,1.67,59,21.16,Normal,Weight Gain,Muscular Fitness,,,,
13703,Male,25,1.68,60,21.26,Normal,Weight Gain,Muscular Fitness,,,,
13704,Male,26,1.69,61,21.36,Normal,Weight Gain,Muscular Fitness,,,,
13705,Male,27,1.7,62,21.45,Normal,Weight Gain,Muscular Fitness,,,,
13706,Male,28,1.71,63,21.55,Normal,Weight Gain,Muscular Fitness,,,,
13707,Male,29,1.72,64,21.63,Normal,Weight Gain,Muscular Fitness,,,,
13708,Male,30,1.73,65,21.72,Normal,Weight Gain,Muscular Fitness,,,,
13709,Male,31,1.74,66,21.8,Normal,Weight Gain,Muscular Fitness,,,,
13710,Male,32,1.75,67,21.88,Normal,Weight Gain,Muscular Fitness,,,,
13711,Male,33,1.76,68,21.95,Normal,Weight Gain,Muscular Fitness,,,,
13712,Male,34,1.77,69,22.02,Normal,Weight Gain,Muscular Fitness,,,,
13713,Male,35,1.78,70,22.09,Normal,Weight Gain,Muscular Fitness,,,,
13714,Male,36,1.79,71,22.16,Normal,Weight Gain,Muscular Fitness,,,,
13715,Male,37,1.8,72,22.22,Normal,Weight Gain,Muscular Fitness,,,,
13716,Male,38,1.81,73,22.28,Normal,Weight Gain,Muscular Fitness,,,,
13717,Male,39,1.82,74,22.34,Normal,Weight Gain,Muscular Fitness,,,,
13718,Male,40,1.83,75,22.4,Normal,Weight Gain,Muscular Fitness,,,,
13719,Male,41,1.84,76,22.45,Normal,Weight Gain,Muscular Fitness,,,,
13720,Male,42,1.85,77,22.5,Normal,Weight Gain,Muscular Fitness,,,,
13721,Male,43,1.86,78,22.55,Normal,Weight Gain,Muscular Fitness,,,,
13722,Male,44,1.87,79,22.59,Normal,Weight Gain,Muscular Fitness,,,,
13723,Male,45,1.88,80,22.63,Normal,Weight Gain,Muscular Fitness,,,,
13724,Male,46,1.89,81,22.68,Normal,Weight Gain,Muscular Fitness,,,,
13725,Male,47,1.9,82,22.71,Normal,Weight Gain,Muscular Fitness,,,,
13726,Male,48,1.91,83,22.75,Normal,Weight Gain,Muscular Fitness,,,,
13727,Male,49,1.6,56,21.88,Normal,Weight Gain,Muscular Fitness,,,,
13728,Male,50,1.61,57,21.99,Normal,Weight Gain,Muscular Fitness,,,,
13729,Male,51,1.62,58,22.1,Normal,Weight Gain,Muscular Fitness,,,,
13730,Male,52,1.63,59,22.21,Normal,Weight Gain,Muscular Fitness,,,,
13731,Male,53,1.64,60,22.31,Normal,Weight Gain,Muscular Fitness,,,,
13732,Male,54,1.65,61,22.41,Normal,Weight Gain,Muscular Fitness,,,,
13733,Male,55,1.66,62,22.5,Normal,Weight Gain,Muscular Fitness,,,,
13734,Male,56,1.67,63,22.59,Normal,Weight Gain,Muscular Fitness,,,,
13735,Male,57,1.68,64,22.68,Normal,Weight Gain,Muscular Fitness,,,,
13736,Male,58,1.69,65,22.76,Normal,Weight Gain,Muscular Fitness,,,,
13737,Male,59,1.7,66,22.84,Normal,Weight Gain,Muscular Fitness,,,,
13738,Male,60,1.71,67,22.91,Normal,Weight Gain,Muscular Fitness,,,,
13739,Male,61,1.72,68,22.99,Normal,Weight Gain,Muscular Fitness,,,,
13740,Male,62,1.73,69,23.05,Normal,Weight Gain,Muscular Fitness,,,,
13741,Male,21,1.74,70,23.12,Normal,Weight Gain,Muscular Fitness,,,,
13742,Male,22,1.75,71,23.18,Normal,Weight Gain,Muscular Fitness,,,,
13745,Male,25,1.78,74,23.36,Normal,Weight Gain,Muscular Fitness,,,,
13746,Male,26,1.79,75,23.41,Normal,Weight Gain,Muscular Fitness,,,,
13747,Male,27,1.8,76,23.46,Normal,Weight Gain,Muscular Fitness,,,,
13749,Male,29,1.82,78,23.55,Normal,Weight Gain,Muscular Fitness,,,,
13750,Male,30,1.83,79,23.59,Normal,Weight Gain,Muscular Fitness,,,,
13751,Male,31,1.84,80,23.63,Normal,Weight Gain,Muscular Fitness,,,,
13752,Male,32,1.85,81,23.67,Normal,Weight Gain,Muscular Fitness,,,,
13753,Male,33,1.86,82,23.7,Normal,Weight Gain,Muscular Fitness,,,,
13754,Male,34,1.87,83,23.74,Normal,Weight Gain,Muscular Fitness,,,,
13755,Male,35,1.88,84,23.77,Normal,Weight Gain,Muscular Fitness,,,,
13756,Male,36,1.89,85,23.8,Normal,Weight Gain,Muscular Fitness,,,,
13757,Male,37,1.9,86,23.82,Normal,Weight Gain,Muscular Fitness,,,,
13758,Male,38,1.91,87,23.85,Normal,Weight Gain,Muscular Fitness,,,,
13759,Male,39,1.92,88,23.87,Normal,Weight Gain,Muscular Fitness,,,,
13760,Male,20,1.63,90,33.87,Obuse,Weight Loss,Cardio Fitness,,,,
13761,Male,21,1.64,91,33.83,Obuse,Weight Loss,Cardio Fitness,,,,
13762,Male,22,1.65,92,33.79,Obuse,Weight Loss,Cardio Fitness,,,,
13763,Male,23,1.66,93,33.75,Obuse,Weight Loss,Cardio Fitness,,,,
13764,Male,24,1.67,94,33.71,Obuse,Weight Loss,Cardio Fitness,,,,
13765,Male,25,1.68,95,33.66,Obuse,Weight Loss,Cardio Fitness,,,,
13766,Male,26,1.69,96,33.61,Obuse,Weight Loss,Cardio Fitness,,,,
13767,Male,27,1.7,97,33.56,Obuse,Weight Loss,Cardio Fitness,,,,
13768,Male,28,1.71,98,33.51,Obuse,Weight Loss,Cardio Fitness,,,,
13769,Male,29,1.72,99,33.46,Obuse,Weight Loss,Cardio Fitness,,,,
13770,Male,30,1.73,100,33.41,Obuse,Weight Loss,Cardio Fitness,,,,
13771,Male,31,1.74,101,33.36,Obuse,Weight Loss,Cardio Fitness,,,,
13772,Male,32,1.75,102,33.31,Obuse,Weight Loss,Cardio Fitness,,,,
13773,Male,33,1.76,103,33.25,Obuse,Weight Loss,Cardio Fitness,,,,
13774,Male,34,1.77,104,33.2,Obuse,Weight Loss,Cardio Fitness,,,,
13775,Male,35,1.78,105,33.14,Obuse,Weight Loss,Cardio Fitness,,,,
13776,Male,36,1.79,106,33.08,Obuse,Weight Loss,Cardio Fitness,,,,
13777,Male,37,1.8,107,33.02,Obuse,Weight Loss,Cardio Fitness,,,,
13778,Male,38,1.81,108,32.97,Obuse,Weight Loss,Cardio Fitness,,,,
13779,Male,39,1.82,109,32.91,Obuse,Weight Loss,Cardio Fitness,,,,
13780,Male,40,1.83,110,32.85,Obuse,Weight Loss,Cardio Fitness,,,,
13781,Male,41,1.84,111,32.79,Obuse,Weight Loss,Cardio Fitness,,,,
13782,Male,42,1.85,112,32.72,Obuse,Weight Loss,Cardio Fitness,,,,
13783,Male,43,1.86,113,32.66,Obuse,Weight Loss,Cardio Fitness,,,,
13784,Male,44,1.87,114,32.6,Obuse,Weight Loss,Cardio Fitness,,,,
13785,Male,45,1.88,115,32.54,Obuse,Weight Loss,Cardio Fitness,,,,
13786,Male,46,1.89,116,32.47,Obuse,Weight Loss,Cardio Fitness,,,,
13787,Male,47,1.9,117,32.41,Obuse,Weight Loss,Cardio Fitness,,,,
13788,Male,48,1.91,118,32.35,Obuse,Weight Loss,Cardio Fitness,,,,
13789,Male,49,1.6,119,46.48,Obuse,Weight Loss,Cardio Fitness,,,,
13790,Male,50,1.61,120,46.29,Obuse,Weight Loss,Cardio Fitness,,,,
13791,Male,51,1.62,89,33.91,Obuse,Weight Loss,Cardio Fitness,,,,
13792,Male,52,1.63,90,33.87,Obuse,Weight Loss,Cardio Fitness,,,,
13793,Male,53,1.64,91,33.83,Obuse,Weight Loss,Cardio Fitness,,,,
13794,Male,54,1.65,92,33.79,Obuse,Weight Loss,Cardio Fitness,,,,
13795,Male,55,1.66,93,33.75,Obuse,Weight Loss,Cardio Fitness,,,,
13796,Male,56,1.67,94,33.71,Obuse,Weight Loss,Cardio Fitness,,,,
13798,Male,58,1.69,96,33.61,Obuse,Weight Loss,Cardio Fitness,,,,
13799,Male,59,1.7,97,33.56,Obuse,Weight Loss,Cardio Fitness,,,,
13800,Male,60,1.71,98,33.51,Obuse,Weight Loss,Cardio Fitness,,,,
13801,Male,61,1.72,99,33.46,Obuse,Weight Loss,Cardio Fitness,,,,
13802,Male,62,1.73,100,33.41,Obuse,Weight Loss,Cardio Fitness,,,,
13803,Male,21,1.74,101,33.36,Obuse,Weight Loss,Cardio Fitness,,,,
13804,Male,22,1.75,102,33.31,Obuse,Weight Loss,Cardio Fitness,,,,
13805,Male,23,1.76,103,33.25,Obuse,Weight Loss,Cardio Fitness,,,,
13806,Male,24,1.77,104,33.2,Obuse,Weight Loss,Cardio Fitness,,,,
13807,Male,25,1.78,105,33.14,Obuse,Weight Loss,Cardio Fitness,,,,
13808,Male,26,1.79,106,33.08,Obuse,Weight Loss,Cardio Fitness,,,,
13809,Male,27,1.8,107,33.02,Obuse,Weight Loss,Cardio Fitness,,,,
13810,Male,28,1.81,108,32.97,Obuse,Weight Loss,Cardio Fitness,,,,
13811,Male,29,1.82,109,32.91,Obuse,Weight Loss,Cardio Fitness,,,,
13812,Male,30,1.83,110,32.85,Obuse,Weight Loss,Cardio Fitness,,,,
13813,Male,31,1.84,111,32.79,Obuse,Weight Loss,Cardio Fitness,,,,
13814,Male,32,1.85,112,32.72,Obuse,Weight Loss,Cardio Fitness,,,,
13815,Male,33,1.86,113,32.66,Obuse,Weight Loss,Cardio Fitness,,,,
13816,Male,34,1.87,114,32.6,Obuse,Weight Loss,Cardio Fitness,,,,
13817,Male,35,1.88,115,32.54,Obuse,Weight Loss,Cardio Fitness,,,,
13818,Male,36,1.89,116,32.47,Obuse,Weight Loss,Cardio Fitness,,,,
13819,Male,37,1.9,117,32.41,Obuse,Weight Loss,Cardio Fitness,,,,
13820,Male,38,1.91,118,32.35,Obuse,Weight Loss,Cardio Fitness,,,,
13821,Male,39,1.92,119,32.28,Obuse,Weight Loss,Cardio Fitness,,,,
13822,Male,22,1.62,70,26.67,Overweight,Weight Loss,Cardio Fitness,,,,
13823,Male,20,1.63,71,26.72,Overweight,Weight Loss,Cardio Fitness,,,,
13824,Male,21,1.64,72,26.77,Overweight,Weight Loss,Cardio Fitness,,,,
13825,Male,24,1.65,73,26.81,Overweight,Weight Loss,Cardio Fitness,,,,
13826,Male,26,1.64,74,27.51,Overweight,Weight Loss,Cardio Fitness,,,,
13827,Male,28,1.65,75,27.55,Overweight,Weight Loss,Cardio Fitness,,,,
13828,Male,27,1.66,76,27.58,Overweight,Weight Loss,Cardio Fitness,,,,
13829,Male,28,1.67,77,27.61,Overweight,Weight Loss,Cardio Fitness,,,,
13830,Male,30,1.71,78,26.67,Overweight,Weight Loss,Cardio Fitness,,,,
13831,Male,31,1.72,79,26.7,Overweight,Weight Loss,Cardio Fitness,,,,
13832,Male,32,1.73,80,26.73,Overweight,Weight Loss,Cardio Fitness,,,,
13833,Male,33,1.74,81,26.75,Overweight,Weight Loss,Cardio Fitness,,,,
13834,Male,34,1.75,82,26.78,Overweight,Weight Loss,Cardio Fitness,,,,
13835,Male,35,1.76,83,26.79,Overweight,Weight Loss,Cardio Fitness,,,,
13836,Male,36,1.77,84,26.81,Overweight,Weight Loss,Cardio Fitness,,,,
13837,Male,37,1.67,70,25.1,Overweight,Weight Loss,Cardio Fitness,,,,
13838,Male,23,1.65,71,26.08,Overweight,Weight Loss,Cardio Fitness,,,,
13840,Male,21,1.65,73,26.81,Overweight,Weight Loss,Cardio Fitness,,,,
13841,Male,24,1.65,74,27.18,Overweight,Weight Loss,Cardio Fitness,,,,
13842,Male,26,1.67,75,26.89,Overweight,Weight Loss,Cardio Fitness,,,,
13843,Male,28,1.65,76,27.92,Overweight,Weight Loss,Cardio Fitness,,,,
13844,Male,27,1.66,77,27.94,Overweight,Weight Loss,Cardio Fitness,,,,
13845,Male,24,1.67,78,27.97,Overweight,Weight Loss,Cardio Fitness,,,,
13846,Male,20,1.71,79,27.02,Overweight,Weight Loss,Cardio Fitness,,,,
13847,Male,31,1.72,80,27.04,Overweight,Weight Loss,Cardio Fitness,,,,
13848,Male,20,1.73,81,27.06,Overweight,Weight Loss,Cardio Fitness,,,,
13849,Male,33,1.74,82,27.08,Overweight,Weight Loss,Cardio Fitness,,,,
13850,Male,20,1.75,83,27.1,Overweight,Weight Loss,Cardio Fitness,,,,
13851,Male,35,1.76,84,27.12,Overweight,Weight Loss,Cardio Fitness,,,,
13852,Male,29,1.77,85,27.13,Overweight,Weight Loss,Cardio Fitness,,,,
13853,Male,29,1.67,70,25.1,Overweight,Weight Loss,Cardio Fitness,,,,
13854,Male,20,1.6,71,27.73,Overweight,Weight Loss,Cardio Fitness,,,,
13855,Male,21,1.61,72,27.78,Overweight,Weight Loss,Cardio Fitness,,,,
13856,Male,22,1.62,73,27.82,Overweight,Weight Loss,Cardio Fitness,,,,
13858,Male,24,1.64,75,27.89,Overweight,Weight Loss,Cardio Fitness,,,,
13859,Male,25,1.65,76,27.92,Overweight,Weight Loss,Cardio Fitness,,,,
13860,Male,26,1.66,77,27.94,Overweight,Weight Loss,Cardio Fitness,,,,
13861,Male,27,1.67,78,27.97,Overweight,Weight Loss,Cardio Fitness,,,,
13862,Male,28,1.68,79,27.99,Overweight,Weight Loss,Cardio Fitness,,,,
13863,Male,29,1.69,80,28.01,Overweight,Weight Loss,Cardio Fitness,,,,
13864,Male,30,1.7,81,28.03,Overweight,Weight Loss,Cardio Fitness,,,,
13865,Male,31,1.71,82,28.04,Overweight,Weight Loss,Cardio Fitness,,,,
13866,Male,32,1.72,83,28.06,Overweight,Weight Loss,Cardio Fitness,,,,
13867,Male,33,1.73,84,28.07,Overweight,Weight Loss,Cardio Fitness,,,,
13868,Male,34,1.74,85,28.08,Overweight,Weight Loss,Cardio Fitness,,,,
13869,Male,35,1.75,86,28.08,Overweight,Weight Loss,Cardio Fitness,,,,
13870,Male,36,1.76,87,28.09,Overweight,Weight Loss,Cardio Fitness,,,,
13871,Male,37,1.77,88,28.09,Overweight,Weight Loss,Cardio Fitness,,,,
13872,Male,38,1.78,89,28.09,Overweight,Weight Loss,Cardio Fitness,,,,
13873,Male,39,1.79,90,28.09,Overweight,Weight Loss,Cardio Fitness,,,,
13874,Male,40,1.8,91,28.09,Overweight,Weight Loss,Cardio Fitness,,,,
13875,Male,41,1.81,92,28.08,Overweight,Weight Loss,Cardio Fitness,,,,
13876,Male,42,1.82,93,28.08,Overweight,Weight Loss,Cardio Fitness,,,,
13877,Male,43,1.83,94,28.07,Overweight,Weight Loss,Cardio Fitness,,,,
13878,Male,44,1.84,95,28.06,Overweight,Weight Loss,Cardio Fitness,,,,
13879,Male,45,1.85,96,28.05,Overweight,Weight Loss,Cardio Fitness,,,,
13880,Male,46,1.86,97,28.04,Overweight,Weight Loss,Cardio Fitness,,,,
13881,Male,47,1.87,98,28.02,Overweight,Weight Loss,Cardio Fitness,,,,
13882,Male,48,1.88,99,28.01,Overweight,Weight Loss,Cardio Fitness,,,,
13883,Male,49,1.89,100,27.99,Overweight,Weight Loss,Cardio Fitness,,,,
13884,Male,50,1.9,101,27.98,Overweight,Weight Loss,Cardio Fitness,,,,
13885,Male,51,1.91,102,27.96,Overweight,Weight Loss,Cardio Fitness,,,,
13886,Male,18,1.6,70,27.34,Overweight,Weight Loss,Cardio Fitness,,,,
13887,Male,19,1.6,71,27.73,Overweight,Weight Loss,Cardio Fitness,,,,
13889,Male,21,1.62,73,27.82,Overweight,Weight Loss,Cardio Fitness,,,,
13890,Male,22,1.63,74,27.85,Overweight,Weight Loss,Cardio Fitness,,,,
13891,Male,23,1.64,75,27.89,Overweight,Weight Loss,Cardio Fitness,,,,
13892,Male,24,1.65,76,27.92,Overweight,Weight Loss,Cardio Fitness,,,,
13893,Male,25,1.66,77,27.94,Overweight,Weight Loss,Cardio Fitness,,,,
13894,Male,26,1.67,78,27.97,Overweight,Weight Loss,Cardio Fitness,,,,
13895,Male,27,1.68,79,27.99,Overweight,Weight Loss,Cardio Fitness,,,,
13896,Male,28,1.69,80,28.01,Overweight,Weight Loss,Cardio Fitness,,,,
13897,Male,29,1.7,81,28.03,Overweight,Weight Loss,Cardio Fitness,,,,
13898,Male,30,1.71,82,28.04,Overweight,Weight Loss,Cardio Fitness,,,,
13899,Male,31,1.72,83,28.06,Overweight,Weight Loss,Cardio Fitness,,,,
13900,Male,32,1.73,84,28.07,Overweight,Weight Loss,Cardio Fitness,,,,
13901,Male,33,1.74,85,28.08,Overweight,Weight Loss,Cardio Fitness,,,,
13902,Male,34,1.75,86,28.08,Overweight,Weight Loss,Cardio Fitness,,,,
13903,Male,35,1.76,87,28.09,Overweight,Weight Loss,Cardio Fitness,,,,
13904,Male,36,1.77,88,28.09,Overweight,Weight Loss,Cardio Fitness,,,,
13905,Male,37,1.78,89,28.09,Overweight,Weight Loss,Cardio Fitness,,,,
13906,Male,38,1.79,90,28.09,Overweight,Weight Loss,Cardio Fitness,,,,
13907,Male,39,1.7,72,24.91,Overweight,Weight Loss,Cardio Fitness,,,,
13908,Male,40,1.71,73,24.96,Overweight,Weight Loss,Cardio Fitness,,,,
13909,Male,41,1.72,74,25.01,Overweight,Weight Loss,Cardio Fitness,,,,
13910,Male,42,1.73,75,25.06,Overweight,Weight Loss,Cardio Fitness,,,,
13911,Male,43,1.74,76,25.1,Overweight,Weight Loss,Cardio Fitness,,,,
13912,Male,44,1.75,77,25.14,Overweight,Weight Loss,Cardio Fitness,,,,
13913,Male,45,1.76,78,25.18,Overweight,Weight Loss,Cardio Fitness,,,,
13914,Male,46,1.77,79,25.22,Overweight,Weight Loss,Cardio Fitness,,,,
13915,Male,47,1.78,80,25.25,Overweight,Weight Loss,Cardio Fitness,,,,
13916,Male,48,1.79,81,25.28,Overweight,Weight Loss,Cardio Fitness,,,,
13917,Male,49,1.8,82,25.31,Overweight,Weight Loss,Cardio Fitness,,,,
13918,Male,50,1.72,83,28.06,Overweight,Weight Loss,Cardio Fitness,,,,
13919,Male,51,1.73,84,28.07,Overweight,Weight Loss,Cardio Fitness,,,,
13920,Male,52,1.74,85,28.08,Overweight,Weight Loss,Cardio Fitness,,,,
13921,Male,53,1.75,86,28.08,Overweight,Weight Loss,Cardio Fitness,,,,
13922,Male,54,1.76,87,28.09,Overweight,Weight Loss,Cardio Fitness,,,,
13923,Male,55,1.77,88,28.09,Overweight,Weight Loss,Cardio Fitness,,,,
13924,Male,56,1.78,89,28.09,Overweight,Weight Loss,Cardio Fitness,,,,
13925,Male,57,1.79,90,28.09,Overweight,Weight Loss,Cardio Fitness,,,,
13926,Male,58,1.8,91,28.09,Overweight,Weight Loss,Cardio Fitness,,,,
13927,Male,59,1.81,92,28.08,Overweight,Weight Loss,Cardio Fitness,,,,
13928,Male,60,1.82,93,28.08,Overweight,Weight Loss,Cardio Fitness,,,,
13929,Male,61,1.83,94,28.07,Overweight,Weight Loss,Cardio Fitness,,,,
13930,Male,62,1.84,95,28.06,Overweight,Weight Loss,Cardio Fitness,,,,
13931,Male,21,1.85,96,28.05,Overweight,Weight Loss,Cardio Fitness,,,,
13932,Male,22,1.86,97,28.04,Overweight,Weight Loss,Cardio Fitness,,,,
13933,Male,23,1.87,98,28.02,Overweight,Weight Loss,Cardio Fitness,,,,
13934,Male,24,1.88,99,28.01,Overweight,Weight Loss,Cardio Fitness,,,,
13935,Male,25,1.89,100,27.99,Overweight,Weight Loss,Cardio Fitness,,,,
13936,Male,26,1.9,101,27.98,Overweight,Weight Loss,Cardio Fitness,,,,
13937,Male,27,1.91,102,27.96,Overweight,Weight Loss,Cardio Fitness,,,,
13938,Male,28,1.6,67,26.17,Overweight,Weight Loss,Cardio Fitness,,,,
13939,Male,29,1.6,68,26.56,Overweight,Weight Loss,Cardio Fitness,,,,
13940,Male,30,1.6,69,26.95,Overweight,Weight Loss,Cardio Fitness,,,,
13941,Male,31,1.6,70,27.34,Overweight,Weight Loss,Cardio Fitness,,,,
13942,Male,32,1.6,71,27.73,Overweight,Weight Loss,Cardio Fitness,,,,
13943,Male,33,1.6,72,28.13,Overweight,Weight Loss,Cardio Fitness,,,,
13944,Male,34,1.6,73,28.52,Overweight,Weight Loss,Cardio Fitness,,,,
13945,Male,35,1.6,74,28.91,Overweight,Weight Loss,Cardio Fitness,,,,
13946,Male,36,1.6,75,29.3,Overweight,Weight Loss,Cardio Fitness,,,,
13947,Male,37,1.6,76,29.69,Overweight,Weight Loss,Cardio Fitness,,,,
13948,Male,38,1.6,68,26.56,Overweight,Weight Loss,Cardio Fitness,,,,
13949,Male,39,1.6,69,26.95,Overweight,Weight Loss,Cardio Fitness,,,,
13951,Male,18,1.61,71,27.39,Overweight,Weight Loss,Cardio Fitness,,,,
13952,Male,21,1.62,72,27.43,Overweight,Weight Loss,Cardio Fitness,,,,
13953,Male,24,1.63,73,27.48,Overweight,Weight Loss,Cardio Fitness,,,,
13958,Male,30,1.68,78,27.64,Overweight,Weight Loss,Cardio Fitness,,,,
13959,Male,31,1.69,79,27.66,Overweight,Weight Loss,Cardio Fitness,,,,
13960,Male,32,1.7,80,27.68,Overweight,Weight Loss,Cardio Fitness,,,,
13961,Male,33,1.71,81,27.7,Overweight,Weight Loss,Cardio Fitness,,,,
